loss,accuracy,val_loss,val_accuracy,epoch
2.3102774620056152,0.28193575143814087,1.5508792400360107,0.5152941346168518,1
1.3090081214904785,0.5625,1.105760931968689,0.6125490069389343,2
0.9651024341583252,0.6632053256034851,0.8528552055358887,0.6643137335777283,3
0.7481714487075806,0.7245298027992249,0.7205797433853149,0.7349019646644592,4
0.6172686219215393,0.7737069129943848,0.5910253524780273,0.7835294008255005,5
0.5089211463928223,0.817594051361084,0.5073164105415344,0.798431396484375,6
0.39899829030036926,0.8565830588340759,0.4761812686920166,0.8211764693260193,7
0.3541605472564697,0.8608934283256531,0.40898293256759644,0.8376470804214478,8
0.28289106488227844,0.8967476487159729,0.3891790509223938,0.8368627429008484,9
0.2568339407444,0.9022335410118103,0.41642993688583374,0.8447058796882629,10
0.2662127614021301,0.8949843049049377,0.4167858064174652,0.836078405380249,11
0.23202554881572723,0.912617564201355,0.2994687259197235,0.869019627571106,12
0.2265632152557373,0.9239811897277832,0.28703588247299194,0.8839215636253357,13
0.21368680894374847,0.9249607920646667,0.30434221029281616,0.8870587944984436,14
0.16462166607379913,0.9433777332305908,0.3100055158138275,0.8831372261047363,15
0.13456614315509796,0.9539576768875122,0.2629264295101166,0.8815686106681824,16
0.11475358158349991,0.9580721259117126,0.2612287402153015,0.8925490379333496,17
0.10492895543575287,0.9617946743965149,0.28007543087005615,0.8870587944984436,18
0.11105602234601974,0.957288384437561,0.2540198862552643,0.8964706063270569,19
0.11520014703273773,0.9588558077812195,0.24131153523921967,0.8964706063270569,20
