loss,accuracy,val_loss,val_accuracy,epoch
1.0210002660751343,0.6500783562660217,0.5323793292045593,0.798431396484375,1
0.3807145059108734,0.8614811897277832,0.35757359862327576,0.8580392003059387,2
0.22549960017204285,0.9098746180534363,0.33022376894950867,0.8729411959648132,3
0.16467280685901642,0.9341692924499512,0.28893157839775085,0.8949019312858582,4
0.1389661729335785,0.9463165998458862,0.27500393986701965,0.8964706063270569,5
0.12134125083684921,0.9512147307395935,0.26710450649261475,0.9035294055938721,6
0.09019772708415985,0.9608150720596313,0.2627558708190918,0.9098039269447327,7
0.08006348460912704,0.9655172228813171,0.2617872655391693,0.9043137431144714,8
0.07870209217071533,0.9621865153312683,0.25766393542289734,0.9098039269447327,9
0.06623906642198563,0.9719827771186829,0.25191745162010193,0.9098039269447327,10
