loss,accuracy,val_loss,val_accuracy,epoch
0.8827764391899109,0.6992554664611816,0.47017574310302734,0.8203921318054199,1
0.3536772131919861,0.8702977895736694,0.3652687668800354,0.8549019694328308,2
0.21877367794513702,0.9149686694145203,0.38955575227737427,0.8815686106681824,3
0.1528327316045761,0.9408307075500488,0.27475377917289734,0.8933333158493042,4
0.12198586016893387,0.9508228898048401,0.25543349981307983,0.9003921747207642,5
0.0967516377568245,0.9570924639701843,0.23543469607830048,0.9043137431144714,6
0.09069806337356567,0.9610109925270081,0.2415599673986435,0.8996078372001648,7
0.08635760843753815,0.9657131433486938,0.2677874267101288,0.9003921747207642,8
0.0708533227443695,0.9668887257575989,0.2910953164100647,0.9003921747207642,9
0.06453197449445724,0.9706112742424011,0.2433071732521057,0.9043137431144714,10
