loss,accuracy,val_loss,val_accuracy,epoch
1.3809012174606323,0.5219435691833496,0.682561457157135,0.7568627595901489,1
0.7134785652160645,0.7343260049819946,0.5168470740318298,0.817254900932312,2
0.5714027285575867,0.7846786975860596,0.41883641481399536,0.8368627429008484,3
0.4794425368309021,0.8144592642784119,0.38938143849372864,0.860392153263092,4
0.4231187105178833,0.8352272510528564,0.3539876639842987,0.8580392003059387,5
0.3718318045139313,0.8581504821777344,0.33867567777633667,0.8643137216567993,6
0.34117379784584045,0.860305666923523,0.3147820830345154,0.8745098114013672,7
0.3035210967063904,0.8791144490242004,0.2729453444480896,0.8933333158493042,8
0.29274699091911316,0.8830329179763794,0.29764872789382935,0.879215657711029,9
0.25199124217033386,0.8961598873138428,0.2792624533176422,0.8839215636253357,10
