loss,accuracy,val_loss,val_accuracy,epoch
0.9286361336708069,0.6857366561889648,0.5459994077682495,0.8180392384529114,1
0.39251333475112915,0.8591300845146179,0.40020543336868286,0.8486274480819702,2
0.2627035975456238,0.9020376205444336,0.3335428833961487,0.8768627643585205,3
0.19630874693393707,0.9255486130714417,0.2764648497104645,0.887843132019043,4
0.14621023833751678,0.9406347870826721,0.289497435092926,0.8839215636253357,5
0.12069180607795715,0.9486677050590515,0.24730955064296722,0.8980392217636108,6
0.10026915371417999,0.9586598873138428,0.2570933997631073,0.9035294055938721,7
0.0914154201745987,0.9594435691833496,0.22987261414527893,0.9011764526367188,8
0.08177955448627472,0.9641457796096802,0.2590098977088928,0.9066666960716248,9
0.06820159405469894,0.9698275923728943,0.25128352642059326,0.9098039269447327,10
