loss,accuracy,val_loss,val_accuracy,epoch
0.9979641437530518,0.6538009643554688,0.6185522675514221,0.7992156744003296,1
0.417186975479126,0.8487460613250732,0.39059123396873474,0.8533333539962769,2
0.2836901843547821,0.8887147307395935,0.3773288130760193,0.8713725209236145,3
0.21453577280044556,0.9159482717514038,0.3548682928085327,0.8682352900505066,4
0.17128640413284302,0.9347570538520813,0.2592640221118927,0.9082353115081787,5
0.1364121437072754,0.9416144490242004,0.28667598962783813,0.8870587944984436,6
0.124614417552948,0.9484717845916748,0.2559552490711212,0.9003921747207642,7
0.10485901683568954,0.9543495178222656,0.24274438619613647,0.9027451276779175,8
0.08749961853027344,0.9633620977401733,0.2506011724472046,0.9113725423812866,9
0.08346722275018692,0.962382435798645,0.2726937234401703,0.9011764526367188,10
