loss,accuracy,val_loss,val_accuracy,epoch
1.0221281051635742,0.6516457796096802,0.6324889659881592,0.7898039221763611,1
0.38521456718444824,0.8614811897277832,0.3690718710422516,0.8588235378265381,2
0.2571702003479004,0.9038009643554688,0.34276890754699707,0.8705882430076599,3
0.1769765466451645,0.9290752410888672,0.28376296162605286,0.8894117474555969,4
0.14270555973052979,0.9474921822547913,0.24542038142681122,0.9003921747207642,5
0.10009191930294037,0.9594435691833496,0.24295885860919952,0.9184314012527466,6
0.08968134969472885,0.9631661176681519,0.22537891566753387,0.9129411578178406,7
0.08642177283763885,0.9619905948638916,0.28122255206108093,0.9129411578178406,8
0.0788479745388031,0.9692398309707642,0.20398157835006714,0.9301961064338684,9
0.06216852739453316,0.9737460613250732,0.24297231435775757,0.9098039269447327,10
