loss,accuracy,val_loss,val_accuracy,epoch
0.0055454568937420845,0.9972570538520813,0.4273737072944641,0.932548999786377,1
0.005832917056977749,0.9976488947868347,0.35921090841293335,0.9411764740943909,2
0.0009589326800778508,0.9996081590652466,0.42368072271347046,0.9349019527435303,3
0.008606021292507648,0.9978448152542114,0.32942962646484375,0.938039243221283,4
0.009068738669157028,0.997452974319458,0.3367047607898712,0.930980384349823,5
0.006062805652618408,0.9984325766563416,0.3305099308490753,0.9364705681800842,6
0.012497035786509514,0.9958855509757996,0.42000266909599304,0.9301961064338684,7
0.011070074513554573,0.997452974319458,0.3614141643047333,0.9388235211372375,8
0.00709038320928812,0.9972570538520813,0.40089160203933716,0.9317647218704224,9
0.0014578013215214014,0.9996081590652466,0.36928489804267883,0.9411764740943909,10
