loss,accuracy,val_loss,val_accuracy,epoch
1.1472725868225098,0.6108934283256531,0.6164969205856323,0.7874509692192078,1
0.49206581711769104,0.8224921822547913,0.4404636323451996,0.8337255120277405,2
0.3302469253540039,0.8793103694915771,0.3644871115684509,0.8611764907836914,3
0.24184176325798035,0.9055642485618591,0.39979565143585205,0.8658823370933533,4
0.1889946311712265,0.9241771101951599,0.3574417233467102,0.8799999952316284,5
0.1612938493490219,0.9355407357215881,0.33689936995506287,0.8729411959648132,6
0.1278371959924698,0.9506269693374634,0.333938330411911,0.8737254738807678,7
0.1073516458272934,0.9541535973548889,0.3022681474685669,0.8901960849761963,8
0.10243654251098633,0.9543495178222656,0.32768240571022034,0.8886274695396423,9
0.10042674839496613,0.9557210206985474,0.3348468840122223,0.8894117474555969,10
