loss,accuracy,val_loss,val_accuracy,epoch
0.02707757242023945,0.9896159768104553,0.27674344182014465,0.9262745380401611,1
0.024179188534617424,0.9915752410888672,0.28626662492752075,0.929411768913269,2
0.015927284955978394,0.9947100281715393,0.31487521529197693,0.929411768913269,3
0.017209159210324287,0.9933385848999023,0.27635473012924194,0.9200000166893005,4
0.017510175704956055,0.9929466843605042,0.31846657395362854,0.9215686321258545,5
0.01723673567175865,0.9943181872367859,0.2653602361679077,0.9278431534767151,6
0.01008517574518919,0.9962774515151978,0.2665165364742279,0.9254902005195618,7
0.011436977423727512,0.9962774515151978,0.36872580647468567,0.9184314012527466,8
0.03088846430182457,0.9900078177452087,0.3906630277633667,0.9168627262115479,9
0.038614626973867416,0.9878526926040649,0.34718701243400574,0.9207842946052551,10
