loss,accuracy,val_loss,val_accuracy,epoch
0.8650447726249695,0.7065047025680542,0.5225580334663391,0.8313725590705872,1
0.35149091482162476,0.8716692924499512,0.3672071397304535,0.8580392003059387,2
0.22641374170780182,0.9141849279403687,0.30524471402168274,0.8925490379333496,3
0.16733583807945251,0.9406347870826721,0.2987496256828308,0.8886274695396423,4
0.13092055916786194,0.9478840231895447,0.2569121718406677,0.9098039269447327,5
0.11092021316289902,0.954741358757019,0.2642635107040405,0.8996078372001648,6
0.09072950482368469,0.9629701972007751,0.24446628987789154,0.905098021030426,7
0.07381680607795715,0.9666928052902222,0.22606196999549866,0.9066666960716248,8
0.06298305839300156,0.9694357514381409,0.23870517313480377,0.9074509739875793,9
0.06822313368320465,0.9692398309707642,0.22596517205238342,0.9192156791687012,10
