loss,accuracy,val_loss,val_accuracy,epoch
0.011872321367263794,0.9956896305084229,0.33423560857772827,0.9286274313926697,1
0.008534354157745838,0.9972570538520813,0.31632673740386963,0.9301961064338684,2
0.011650570668280125,0.9962774515151978,0.3519302308559418,0.932548999786377,3
0.009571964852511883,0.9986284971237183,0.3262803554534912,0.9317647218704224,4
0.0056872679851949215,0.9978448152542114,0.3529941141605377,0.9372549057006836,5
0.009161627851426601,0.997452974319458,0.31060490012168884,0.929411768913269,6
0.006763663608580828,0.9978448152542114,0.35705041885375977,0.9223529696464539,7
0.012866622768342495,0.9947100281715393,0.4116605818271637,0.9113725423812866,8
0.023642847314476967,0.9929466843605042,0.3430257737636566,0.9333333373069763,9
0.008344879373908043,0.9966692924499512,0.360639750957489,0.9254902005195618,10
